processid	sampleid	recordID	catalognum	fieldnum	institution_storing	collection_code	bin_uri	phylum_taxID	phylum_name	class_taxID	class_name	order_taxID	order_name	family_taxID	family_name	subfamily_taxID	subfamily_name	genus_taxID	genus_name	species_taxID	species_name	subspecies_taxID	subspecies_name	identification_provided_by	identification_method	identification_reference	tax_note	voucher_status	tissue_type	collection_event_id	collectors	collectiondate_start	collectiondate_end	collectiontime	collection_note	site_code	sampling_protocol	lifestage	sex	reproduction	habitat	associated_specimens	associated_taxa	extrainfo	notes	lat	lon	coord_source	coord_accuracy	elev	depth	elev_accuracy	depth_accuracy	country	province_state	region	sector	exactsite	image_ids	image_urls	media_descriptors	captions	copyright_holders	copyright_years	copyright_licenses	copyright_institutions	photographers
GBSP8562-13	JX442196	3633507	JX442196	JX442196	Mined from GenBank, NCBI		BOLD:ACH6184	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus	668640	Polymorphus trochus																																														
GBSP8592-13	JN830865	3634498	JN830865	JN830865	Mined from GenBank, NCBI			11	Acanthocephala	174812	Eoacanthocephala	174813	Neoechinorhynchida	174814	Neoechinorhynchidae																																																				
GBSP8593-13	JN830864	3634499	JN830864	JN830864	Mined from GenBank, NCBI			11	Acanthocephala	174812	Eoacanthocephala	174813	Neoechinorhynchida	174814	Neoechinorhynchidae																																																				
GBSP8601-13	JN830856	3634507	JN830856	JN830856	Mined from GenBank, NCBI			11	Acanthocephala	174812	Eoacanthocephala	174813	Neoechinorhynchida	174814	Neoechinorhynchidae																																																				
PACDE020-18	A-Sil-02	8539942		A-Sil-02	University of Duisburg-Essen		BOLD:ADL1184	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Dana Shilton													in Gammarus fossarum type B	Cystacanth	51.6592	7.17332							Germany		Marl	Rhine (Lippe)	Silvertbach									
PACDE023-18	A-Sil-05	8539945		A-Sil-05	University of Duisburg-Essen		BOLD:ADL1184	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Dana Shilton													in Gammarus fossarum type B	Cystacanth	51.6592	7.17332							Germany		Marl	Rhine (Lippe)	Silvertbach									
PACDE026-18	A-27-03	8539948		A-27-03	University of Duisburg-Essen			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Andre Wlecklik, Alexander Weigand													in Gammarus pulex clade E	Cystacanth	51.5691	6.92872							Germany		Bottrop	Rhine (Emscher)	Boye									
PACDE042-18	A-Kes-04	8539964		A-Kes-04	University of Duisburg-Essen		BOLD:ADL1184	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Andre Wlecklik, Alexander Weigand													in Gammarus fossarum type B	Cystacanth	51.4266	6.97098							Germany		Essen	Rhine (Emscher)	Kesselbach									
PACDE047-18	A-999-01	8539969		A-999-01	University of Duisburg-Essen		BOLD:ADL1077	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Andre Wlecklik, Alexander Weigand													in Gammarus pulex clade E	Cystacanth	51.5801	6.91083							Germany		Bottrop	Rhine (Emscher)	Kleine Boye									
PACDE048-18	A-999-02	8539970		A-999-02	University of Duisburg-Essen		BOLD:ADL1077	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Andre Wlecklik, Alexander Weigand													in Gammarus pulex clade E	Cystacanth	51.5801	6.91083							Germany		Bottrop	Rhine (Emscher)	Kleine Boye									
PACDE054-18	A-Pho-02	8539976		A-Pho-02	University of Duisburg-Essen		BOLD:ADL1077	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Andre Wlecklik, Alexander Weigand													in Gammarus pulex clade C	Cystacanth	51.4868	7.52304							Germany		Dortmund	Rhine (Emscher)	Phoenixsee									
PACDE063-18	A-Bor-05	8539985		A-Bor-05	University of Duisburg-Essen		BOLD:ADL1184	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Andre Wlecklik, Alexander Weigand													in Gammarus fossarum type B	Cystacanth	51.4326	7.35155							Germany		Witten	Rhine (Ruhr)	Borbach									
PACDE065-18	A-Bor-07	8539987		A-Bor-07	University of Duisburg-Essen		BOLD:ADL1184	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Andre Wlecklik, Alexander Weigand													in Gammarus fossarum type B	Cystacanth	51.4326	7.35155							Germany		Witten	Rhine (Ruhr)	Borbach									
PACDE069-18	A-Fel-02	8539991		A-Fel-02	University of Duisburg-Essen		BOLD:ADL1184	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Andre Wlecklik, Alexander Weigand													in Gammarus fossarum type B	Cystacanth	51.3676	7.1403							Germany		Sprockhoevel	Rhine (Ruhr)	Felderbach									
PACDE083-18	A-Rum-20	8540005		A-Rum-20	University of Duisburg-Essen		BOLD:ADL1184	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Andre Wlecklik, Alexander Weigand													in Gammarus fossarum type B	Cystacanth	51.4247	6.90689							Germany		Muelheim an der Ruhr	Rhine (Ruhr)	Rumbach									
PACDE087-18	A-Rum-31	8540009		A-Rum-31	University of Duisburg-Essen		BOLD:ADL1184	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Andre Wlecklik, Alexander Weigand													in Gammarus fossarum type B	Cystacanth	51.4247	6.90689							Germany		Muelheim an der Ruhr	Rhine (Ruhr)	Rumbach									
PACDE091-18	A-Ese-02	8540013		A-Ese-02	University of Duisburg-Essen			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Andre Wlecklik													in Gammarus fossarum type B	Cystacanth	51.1974	6.96564							Germany		Hilden	Rhine (Eselsbach)	Huehnerbach									
PACDE105-18	F4-8	8540027		F4-8	Karlsruhe Institute of Technology, Zoological Institute		BOLD:ADL1077	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Maike Zittel													in Gammarus roeselii	Cystacanth, 16.-18.06.2014	49.0229	8.31878							Germany		Karlsruhe	Rhine (Federbach)	Federbach									
PACDE109-18	F3-6	8540031		F3-6	Karlsruhe Institute of Technology, Zoological Institute			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Maike Zittel													in Gammarus roeselii	Cystacanth, 16.-18.06.2014	49.0229	8.31878							Germany		Karlsruhe	Rhine (Federbach)	Federbach									
PACDE115-18	F2-9	8540037		F2-9	Karlsruhe Institute of Technology, Zoological Institute			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Maike Zittel													in Gammarus roeselii	Cystacanth, 16.-18.06.2014	49.0229	8.31878							Germany		Karlsruhe	Rhine (Federbach)	Federbach									
PACDE126-18	5-11	8540048		5-11	Karlsruhe Institute of Technology, Zoological Institute			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Maike Zittel													in Gammarus roeselii	Cystacanth	49.026	8.31045							Germany		Karlsruhe	Rhine	Knielinger See									
PACDE141-18	51Lau	8540063		51Lau	Karlsruhe Institute of Technology, Zoological Institute			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Maike Zittel													in Gammarus fossarum type B	Cystacanth	48.9814	8.24588							Germany		Neuburg am Rhein	Rhine (Lauter)	Lauter									
PACDE142-18	71Lau	8540064		71Lau	Karlsruhe Institute of Technology, Zoological Institute		BOLD:ADL1184	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Maike Zittel													in Gammarus fossarum type B	Cystacanth	48.9814	8.24588							Germany		Neuburg am Rhein	Rhine (Lauter)	Lauter									
PACDE145-18	Tom2	8540067		Tom2	Karlsruhe Institute of Technology, Zoological Institute		BOLD:ADL1185	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Maike Zittel													in Echinogammarus sp.	Cystacanth	48.6992	7.94347							Germany		Rheinau-Freistett	Rhine	Rheinseitengraben									
PACDE152-18	Fra22	8540074		Fra22	Karlsruhe Institute of Technology, Zoological Institute		BOLD:ADL1185	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Maike Zittel													in Echinogammarus berilloni	Cystacanth	48.3164	2.69411							France		Grez-sur-Loing (Nemours)	Seine	Loing									
PACDE153-18	Fra24	8540075		Fra24	Karlsruhe Institute of Technology, Zoological Institute		BOLD:ADL1185	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Maike Zittel													in Echinogammarus berilloni	Cystacanth	48.3164	2.69411							France		Grez-sur-Loing (Nemours)	Seine	Loing									
PACDE157-18	Fra41	8540079		Fra41	Karlsruhe Institute of Technology, Zoological Institute		BOLD:ADL1185	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Maike Zittel													in Echinogammarus berilloni	Cystacanth	48.3164	2.69411							France		Grez-sur-Loing (Nemours)	Seine	Loing									
PACDE158-18	Fra47	8540080		Fra47	Karlsruhe Institute of Technology, Zoological Institute		BOLD:ADL1185	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Maike Zittel													in Echinogammarus berilloni	Cystacanth	48.3164	2.69411							France		Grez-sur-Loing (Nemours)	Seine	Loing									
PACDE171-18	Fra91	8540093		Fra91	Karlsruhe Institute of Technology, Zoological Institute			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Maike Zittel													in Echinogammarus berilloni	Cystacanth	48.3164	2.69411							France		Grez-sur-Loing (Nemours)	Seine	Loing									
PACDE174-18	Fra95	8540096		Fra95	Karlsruhe Institute of Technology, Zoological Institute			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Maike Zittel													in Echinogammarus berilloni	Cystacanth	48.3164	2.69411							France		Grez-sur-Loing (Nemours)	Seine	Loing									
PACDE176-18	Fra100	8540098		Fra100	Karlsruhe Institute of Technology, Zoological Institute			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Maike Zittel													in Echinogammarus berilloni	Cystacanth	48.3164	2.69411							France		Grez-sur-Loing (Nemours)	Seine	Loing									
GBMAA465-14	KF559287	5157997		KF559287	Mined from GenBank, NCBI		BOLD:ACQ5649	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																	ex: Squalius cephalus											Croatia													
GBSP13094-19	DQ320491	10193382			Mined from GenBank, NCBI			11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	79681	Illiosentidae			79682	Dollfusentis	79683	Dollfusentis chandleri					Golvan, 1969																																									
GBSP13107-19	KF559302	10193395			Mined from GenBank, NCBI			11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Croatia													
GBSP13109-19	KF559304	10193397			Mined from GenBank, NCBI			11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Croatia													
GBSP13211-19	KX279898	10193499			Mined from GenBank, NCBI			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	939132	Profilicollis botulus																																														
GBSP13325-19	KJ819969	10193613			Mined from GenBank, NCBI			11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Croatia													
GBSP13326-19	KJ819976	10193614			Mined from GenBank, NCBI			11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Croatia													
GBSP13358-19	KJ819996	10193646			Mined from GenBank, NCBI		BOLD:ACQ5649	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Croatia													
GBSP13376-19	LC077795	10193664			Mined from GenBank, NCBI			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			852137	Corynosoma	938613	Corynosoma sp. AKGH																																	Japan													
GBSP13378-19	LC100045	10193666			Mined from GenBank, NCBI		BOLD:ADW1093	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	24842	Echinorhynchidae			938996	Pseudoacanthocephalus	938998	Pseudoacanthocephalus toshimai																																	Japan													
GBSP13381-19	LC100048	10193669			Mined from GenBank, NCBI		BOLD:ADW1093	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	24842	Echinorhynchidae			938996	Pseudoacanthocephalus	938998	Pseudoacanthocephalus toshimai																																	Japan													
GBSP13385-19	LC100052	10193673			Mined from GenBank, NCBI		BOLD:ADW1093	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	24842	Echinorhynchidae			938996	Pseudoacanthocephalus	938998	Pseudoacanthocephalus toshimai																																	Japan													
GBSP13398-19	LC100065	10193686			Mined from GenBank, NCBI		BOLD:ADW1089	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	24842	Echinorhynchidae			938996	Pseudoacanthocephalus	938997	Pseudoacanthocephalus lucidus																																	Japan													
GBSP13407-19	LN994851	10193695			Mined from GenBank, NCBI		BOLD:AAF1749	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												France													
GBSP13412-19	LN994866	10193700			Mined from GenBank, NCBI		BOLD:ADX0339	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Slovakia													
GBSP13414-19	LN994868	10193702			Mined from GenBank, NCBI		BOLD:ADX0339	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Slovakia													
GBSP13423-19	LN994895	10193711			Mined from GenBank, NCBI		BOLD:ADQ3537	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Bulgaria													
GBSP13433-19	LN994905	10193721			Mined from GenBank, NCBI		BOLD:ADW7800	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Bulgaria													
GBSP13438-19	LN994910	10193726			Mined from GenBank, NCBI		BOLD:ADQ3537	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Slovakia													
GBSP13440-19	LN994912	10193728			Mined from GenBank, NCBI		BOLD:ADQ3537	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Hungary													
GBSP13450-19	LN994922	10193738			Mined from GenBank, NCBI		BOLD:ADQ3537	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Poland													
GBSP13454-19	LN994926	10193742			Mined from GenBank, NCBI		BOLD:ADW4985	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Italy													
GBSP13457-19	LN994929	10193745			Mined from GenBank, NCBI		BOLD:ADX0340	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Italy													
GBSP13464-19	LN994936	10193752			Mined from GenBank, NCBI		BOLD:ADX0340	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Italy													
GBSP13472-19	LN994944	10193760			Mined from GenBank, NCBI		BOLD:ADX2739	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Turkey													
